id,image_url,page_url,Title,Actors,Production,Director,Release_date,Genre,Awards,Critic_Score,Runtime
9,https://m.media-amazon.com/images/M/MV5BMGYxYTQ5ODEtYmU2Yy00MDQ4LWFhMTQtMTc5YTllZjRhY2E4XkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_SX300.jpg,https://www.imdb.com/title/tt0000679/,The Fairylogue and Radio-Plays,"L. Frank Baum, Frank Burns, George E. Wilson, Wallace Illington",N/A,"Francis Boggs, Otis Turner",24 Sep 1908,"Fantasy, Adventure",N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",120 min
10,N/A,https://www.imdb.com/title/tt0000739/,El pastorcito de Torrente,N/A,N/A,Antonio Cuesta,N/A,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A
11,N/A,https://www.imdb.com/title/tt0000793/,Andreas Hofer,Henny Porten,N/A,Rudolf Biebrach,21 Jan 1909,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A
12,N/A,https://www.imdb.com/title/tt0000812/,El blocao Velarde,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A
13,N/A,https://www.imdb.com/title/tt0000814/,La bocana de Mar Chica,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,[],N/A
14,N/A,https://www.imdb.com/title/tt0000838/,A Cultura do Cacau,N/A,N/A,Ernesto de Albuquerque,N/A,N/A,N/A,[],N/A
15,N/A,https://www.imdb.com/title/tt0000842/,De Garraf a Barcelona,N/A,N/A,Fructuós Gelabert,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A
16,N/A,https://www.imdb.com/title/tt0000846/,Un día en Xochimilco,N/A,N/A,Hermanos Alva,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A
17,N/A,https://www.imdb.com/title/tt0000850/,Los dos hermanos,N/A,N/A,"Ricardo de Baños, Alberto Marro",N/A,N/A,N/A,[],N/A
18,N/A,https://www.imdb.com/title/tt0000859/,Fabricación del corcho en Sant Feliu de Guixols,N/A,N/A,Fructuós Gelabert,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A
19,N/A,https://www.imdb.com/title/tt0000862/,Faldgruben,"Hr. Andreasen, Kate Fabian, Carl Hintz, Schiøler Linck",N/A,Emanuel Tvede,20 Apr 1909,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A
20,N/A,https://www.imdb.com/title/tt0000867/,Fiesta de toros,N/A,N/A,Hermanos Alva,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A
21,N/A,https://www.imdb.com/title/tt0000868/,Fiestas de Santa Lucía - Belenes,N/A,N/A,Fructuós Gelabert,N/A,N/A,N/A,[],N/A
22,N/A,https://www.imdb.com/title/tt0000869/,Fiestas en La Garriga,N/A,N/A,Fructuós Gelabert,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A
23,N/A,https://www.imdb.com/title/tt0000879/,Gira política de Madero y Pino Suárez,"Francisco I. Madero, José María Pino Suárez",N/A,Hermanos Alva,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A
24,N/A,https://www.imdb.com/title/tt0000886/,"Hamlet, Prince of Denmark",Jean Mounet-Sully,N/A,Gérard Bourgeois,02 Feb 1910,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A
25,https://m.media-amazon.com/images/M/MV5BMTg2NjEwMjUyOF5BMl5BanBnXkFtZTgwNDM5MzcwMjE@._V1_SX300.jpg,https://www.imdb.com/title/tt0000941/,Locura de amor,"José Argelagués, Joaquín Carrasco, José Durany, Elvira Fremont",N/A,"Ricardo de Baños, Alberto Marro",N/A,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",N/A
26,N/A,https://www.imdb.com/title/tt0000947/,Lægens offer,"Viggo Larsen, Petrine Sonne",N/A,N/A,N/A,N/A,N/A,[],N/A
27,N/A,https://www.imdb.com/title/tt0000959/,Melilla y el Gurugu,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A
28,N/A,https://www.imdb.com/title/tt0000984/,Niños en la alameda,N/A,N/A,Hermanos Alva,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",N/A
29,N/A,https://www.imdb.com/title/tt0000992/,De onde veje,Edith Buemann,N/A,N/A,19 Nov 1909,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A
30,N/A,https://www.imdb.com/title/tt0001007/,La primera y segunda casetas,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A
31,N/A,https://www.imdb.com/title/tt0001010/,Protección de un convoy de víveres en el puente de camellos,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,[],N/A
32,N/A,https://www.imdb.com/title/tt0001028/,Salome Mad,N/A,N/A,Theo Frenkel,01 Jul 1909,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",N/A
33,N/A,https://www.imdb.com/title/tt0001038/,Sherlock Holmes VI,N/A,N/A,N/A,20 Jan 1910,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A
34,N/A,https://www.imdb.com/title/tt0001043/,Smith's Knockabout Theatre,N/A,N/A,Theo Frenkel,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",N/A
35,N/A,https://www.imdb.com/title/tt0001049/,Gøngehøvdingen,"Aage Brandt, N. Eiberg, Solborg Fjeldsøe Rasmussen, Jørgen Lund",N/A,Carl Alstrup,11 Feb 1909,"Drama, War",N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",N/A
36,N/A,https://www.imdb.com/title/tt0001051/,El sueño milagroso,N/A,N/A,"Ricardo de Baños, Alberto Marro",N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A
37,N/A,https://www.imdb.com/title/tt0001059/,O Terremoto de Benavente,N/A,N/A,Francisco Stella,N/A,Documentary,N/A,[],N/A
38,N/A,https://www.imdb.com/title/tt0001068/,Toma caseta Z,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A
39,N/A,https://www.imdb.com/title/tt0001069/,Toma del Gurugu,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}]",N/A
40,N/A,https://www.imdb.com/title/tt0001080/,Two of the Boys,N/A,N/A,Theo Frenkel,N/A,N/A,N/A,[],N/A
41,N/A,https://www.imdb.com/title/tt0001081/,La vida en el campamento,N/A,N/A,Ignacio Coyne,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A
42,N/A,https://www.imdb.com/title/tt0001082/,Viernes de dolores,N/A,N/A,Hermanos Alva,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",N/A
